date,season,home_team,away_team,home_goals,away_goals,home_xg,away_xg
2019-08-09,2019,Liverpool,Norwich,4,1,2.2361174384132028,0.8428497696295381
2019-08-10,2019,Bournemouth,Sheffield United,1,1,1.934553798288107,2.011177508160472
2019-08-10,2019,Burnley,Southampton,3,0,0.9092405466362834,1.0875191409140825
2019-08-10,2019,Crystal Palace,Everton,0,0,0.8715902455151081,1.2411212306469679
2019-08-10,2019,Tottenham,Aston Villa,3,1,2.582005294971168,0.6395986257120967
2019-08-10,2019,Watford,Brighton,0,3,0.6715351333841681,0.8555162642151117
2019-08-10,2019,West Ham,Manchester City,0,5,1.2003029510378838,3.1837684009224176
2019-08-11,2019,Leicester,Wolverhampton Wanderers,0,0,0.5437589567154646,0.8129486050456762
2019-08-11,2019,Manchester United,Chelsea,4,0,2.374424684792757,1.0979562886059284
2019-08-11,2019,Newcastle United,Arsenal,0,1,0.38055071886628866,1.1330880699679255
2019-08-17,2019,Arsenal,Burnley,2,1,1.1672230083495378,1.3997920244000852
2019-08-17,2019,Aston Villa,Bournemouth,1,2,1.65069349296391,1.6277734320610762
2019-08-17,2019,Brighton,West Ham,1,1,2.4056527856737375,1.008563930168748
2019-08-17,2019,Everton,Watford,1,0,0.8329132460057735,1.1901815943419933
2019-08-17,2019,Manchester City,Tottenham,2,2,3.212668091058731,0.07454203255474567
2019-08-17,2019,Norwich,Newcastle United,3,1,2.0957196820527315,0.922342648729682
2019-08-17,2019,Southampton,Liverpool,1,2,2.141408366151154,1.521897204220295
2019-08-18,2019,Chelsea,Leicester,1,1,1.2262931605800986,0.9491786183789372
2019-08-18,2019,Sheffield United,Crystal Palace,1,0,1.8528869841247797,0.24191171675920486
2019-08-19,2019,Wolverhampton Wanderers,Manchester United,1,1,0.3073559757322073,1.1433172039687634
2019-08-23,2019,Aston Villa,Everton,2,0,0.8559262081980705,1.2566786664538085
2019-08-24,2019,Brighton,Southampton,0,2,1.0050658350810409,2.0924074109643698
2019-08-24,2019,Liverpool,Arsenal,3,1,2.7882108241319656,0.9855416882783175
2019-08-24,2019,Manchester United,Crystal Palace,1,2,2.2792320074513555,0.6769933719187975
2019-08-24,2019,Norwich,Chelsea,2,3,1.0810821410268545,1.9059892436489463
2019-08-24,2019,Sheffield United,Leicester,1,2,0.6543179601430893,0.7048788983374834
2019-08-24,2019,Watford,West Ham,1,3,2.2934759510681033,3.574668695218861
2019-08-25,2019,Bournemouth,Manchester City,1,3,1.8934531956911087,3.136847397312522
2019-08-25,2019,Tottenham,Newcastle United,0,1,1.2612380469217896,0.5142799913883209
2019-08-25,2019,Wolverhampton Wanderers,Burnley,1,1,1.3312754686921835,1.228870378807187
2019-08-31,2019,Burnley,Liverpool,0,3,0.6173895634710789,1.2005730075761676
2019-08-31,2019,Chelsea,Sheffield United,2,2,2.305795017629862,1.0464929603040218
2019-08-31,2019,Crystal Palace,Aston Villa,1,0,1.4159676181152463,0.3035399653017521
2019-08-31,2019,Leicester,Bournemouth,3,1,2.2544451877474785,0.554725619032979
2019-08-31,2019,Manchester City,Brighton,4,0,2.308178076520562,0.8610354531556368
2019-08-31,2019,Newcastle United,Watford,1,1,1.0437608947977424,1.1144526042044163
2019-08-31,2019,Southampton,Manchester United,1,1,0.7696160031482577,1.9035579888150096
2019-08-31,2019,West Ham,Norwich,2,0,2.2179715260863304,1.1674036979675293
2019-09-01,2019,Arsenal,Tottenham,2,2,1.9321653991937637,2.0270052514970303
2019-09-01,2019,Everton,Wolverhampton Wanderers,3,2,1.4884179504588246,2.0017250049859285
2019-09-14,2019,Brighton,Burnley,1,1,1.6872656289488077,0.34893189556896687
2019-09-14,2019,Liverpool,Newcastle United,3,1,2.9328130800276995,0.29107253858819604
2019-09-14,2019,Manchester United,Leicester,1,0,1.1035552555695176,0.4591405764222145
2019-09-14,2019,Norwich,Manchester City,3,2,1.741300292313099,2.34533903375268
2019-09-14,2019,Sheffield United,Southampton,0,1,1.8803420569747686,1.5765888169407845
2019-09-14,2019,Tottenham,Crystal Palace,4,0,1.0494440458714962,0.5773233417421579
2019-09-14,2019,Wolverhampton Wanderers,Chelsea,2,5,1.5205835197120905,3.0679915407672524
2019-09-15,2019,Bournemouth,Everton,3,1,1.4154215473681688,1.5152766518294811
2019-09-15,2019,Watford,Arsenal,2,2,2.8414941923692822,1.0061551127582788
2019-09-16,2019,Aston Villa,West Ham,0,0,1.4050236390903592,0.5352786239236593
2019-09-20,2019,Southampton,Bournemouth,1,3,2.1802082788199186,1.2977269385010004
2019-09-21,2019,Burnley,Norwich,2,0,2.39312163554132,0.8014276353642344
2019-09-21,2019,Everton,Sheffield United,0,2,1.2653036341071129,0.5080109164118767
2019-09-21,2019,Leicester,Tottenham,2,1,1.28795022983104,1.3373454194515944
2019-09-21,2019,Manchester City,Watford,8,0,6.63895864225924,0.34471843019127846
2019-09-21,2019,Newcastle United,Brighton,0,0,1.0980688827112317,1.2373285265639424
2019-09-22,2019,Arsenal,Aston Villa,3,2,2.566419705748558,1.7154570072889328
2019-09-22,2019,Chelsea,Liverpool,1,2,1.2332131275907159,1.0300306603312492
2019-09-22,2019,Crystal Palace,Wolverhampton Wanderers,1,1,0.9857299691066146,1.7557239700108767
2019-09-22,2019,West Ham,Manchester United,2,0,0.5137596353888512,1.2782640624791384
2019-09-28,2019,Aston Villa,Burnley,2,2,0.9142658868804574,1.6691895062103868
2019-09-28,2019,Bournemouth,West Ham,2,2,2.3195665208622813,1.3024742882698774
2019-09-28,2019,Chelsea,Brighton,2,0,4.282770382240415,0.6162632526829839
2019-09-28,2019,Crystal Palace,Norwich,2,0,1.804968487471342,0.7121290992945433
2019-09-28,2019,Everton,Manchester City,1,3,2.362703388556838,3.108203166164458
2019-09-28,2019,Sheffield United,Liverpool,0,1,1.1936556240543723,1.9707900006324053
2019-09-28,2019,Tottenham,Southampton,2,1,1.190084177069366,1.1625579055398703
2019-09-28,2019,Wolverhampton Wanderers,Watford,2,0,1.1636286210268736,1.091339260339737
2019-09-29,2019,Leicester,Newcastle United,5,0,1.824377417564392,0.054134017787873745
2019-09-30,2019,Manchester United,Arsenal,1,1,1.134006753563881,1.7161244750022888
